Factor,feature,Portion,Design,n_simulation,N
X2,X2,0.6714214765173591,Definitive Screening Design,910,17
X3 (non-informative),X3,0.11769889481410169,Definitive Screening Design,910,17
Random Normal,Random Normal,0.1500601740567383,Definitive Screening Design,910,17
X1,X1,0.07245209591189503,Definitive Screening Design,911,17
X2,X2,0.6093754763044112,Definitive Screening Design,911,17
X3 (non-informative),X3,0.13121827825086566,Definitive Screening Design,911,17
Random Normal,Random Normal,0.18695414953282807,Definitive Screening Design,911,17
X1,X1,0.06943961090036739,Definitive Screening Design,912,17
X2,X2,0.6491767673418587,Definitive Screening Design,912,17
X3 (non-informative),X3,0.1396760801270333,Definitive Screening Design,912,17
Random Normal,Random Normal,0.1417075416307406,Definitive Screening Design,912,17
X1,X1,0.06437208838327418,Definitive Screening Design,913,17
X2,X2,0.6228009544569743,Definitive Screening Design,913,17
X3 (non-informative),X3,0.13796599974371024,Definitive Screening Design,913,17
Random Normal,Random Normal,0.1748609574160412,Definitive Screening Design,913,17
X1,X1,0.04921520482502302,Definitive Screening Design,914,17
X2,X2,0.6819853333884017,Definitive Screening Design,914,17
X3 (non-informative),X3,0.10148367975587741,Definitive Screening Design,914,17
Random Normal,Random Normal,0.1673157820306978,Definitive Screening Design,914,17
X1,X1,0.06450213624916219,Definitive Screening Design,915,17
X2,X2,0.6456511384072836,Definitive Screening Design,915,17
X3 (non-informative),X3,0.06008858678075023,Definitive Screening Design,915,17
Random Normal,Random Normal,0.22975813856280397,Definitive Screening Design,915,17
X1,X1,0.05538461907419316,Definitive Screening Design,916,17
X2,X2,0.6606604710917494,Definitive Screening Design,916,17
X3 (non-informative),X3,0.06862074975364138,Definitive Screening Design,916,17
Random Normal,Random Normal,0.21533416008041614,Definitive Screening Design,916,17
X1,X1,0.13821675198984573,Definitive Screening Design,917,17
X2,X2,0.5475551036018859,Definitive Screening Design,917,17
X3 (non-informative),X3,0.09155658837794649,Definitive Screening Design,917,17
Random Normal,Random Normal,0.22267155603032188,Definitive Screening Design,917,17
X1,X1,0.049422420003076985,Definitive Screening Design,918,17
X2,X2,0.605599523725752,Definitive Screening Design,918,17
X3 (non-informative),X3,0.08362861316448097,Definitive Screening Design,918,17
Random Normal,Random Normal,0.26134944310668995,Definitive Screening Design,918,17
X1,X1,0.09699014505887339,Definitive Screening Design,919,17
X2,X2,0.6289758334155254,Definitive Screening Design,919,17
X3 (non-informative),X3,0.1482097315430696,Definitive Screening Design,919,17
Random Normal,Random Normal,0.12582428998253165,Definitive Screening Design,919,17
X1,X1,0.08290409684387447,Definitive Screening Design,920,17
X2,X2,0.6150628697932052,Definitive Screening Design,920,17
X3 (non-informative),X3,0.1591172854418411,Definitive Screening Design,920,17
Random Normal,Random Normal,0.1429157479210791,Definitive Screening Design,920,17
X1,X1,0.07956603960985702,Definitive Screening Design,921,17
X2,X2,0.5859914272867234,Definitive Screening Design,921,17
X3 (non-informative),X3,0.11400235654401968,Definitive Screening Design,921,17
Random Normal,Random Normal,0.22044017655939993,Definitive Screening Design,921,17
X1,X1,0.03367049216110611,Definitive Screening Design,922,17
X2,X2,0.6475603998134124,Definitive Screening Design,922,17
X3 (non-informative),X3,0.13733090051928185,Definitive Screening Design,922,17
Random Normal,Random Normal,0.1814382075061997,Definitive Screening Design,922,17
X1,X1,0.0557026428625264,Definitive Screening Design,923,17
X2,X2,0.5911117485654298,Definitive Screening Design,923,17
X3 (non-informative),X3,0.09240215950456725,Definitive Screening Design,923,17
Random Normal,Random Normal,0.2607834490674766,Definitive Screening Design,923,17
X1,X1,0.0451843396442612,Definitive Screening Design,924,17
X2,X2,0.5222840540393101,Definitive Screening Design,924,17
X3 (non-informative),X3,0.18449857662357494,Definitive Screening Design,924,17
Random Normal,Random Normal,0.2480330296928538,Definitive Screening Design,924,17
X1,X1,0.07822591932765567,Definitive Screening Design,925,17
X2,X2,0.6470133790599917,Definitive Screening Design,925,17
X3 (non-informative),X3,0.16843522655749707,Definitive Screening Design,925,17
Random Normal,Random Normal,0.10632547505485551,Definitive Screening Design,925,17
X1,X1,0.08726074942988746,Definitive Screening Design,926,17
X2,X2,0.6749483337057337,Definitive Screening Design,926,17
X3 (non-informative),X3,0.13193444103511626,Definitive Screening Design,926,17
Random Normal,Random Normal,0.10585647582926254,Definitive Screening Design,926,17
X1,X1,0.07713293176407926,Definitive Screening Design,927,17
X2,X2,0.6441669755056921,Definitive Screening Design,927,17
X3 (non-informative),X3,0.10339394271145734,Definitive Screening Design,927,17
Random Normal,Random Normal,0.17530615001877128,Definitive Screening Design,927,17
X1,X1,0.057752342904213924,Definitive Screening Design,928,17
X2,X2,0.6274305986205064,Definitive Screening Design,928,17
X3 (non-informative),X3,0.1026601078954507,Definitive Screening Design,928,17
Random Normal,Random Normal,0.2121569505798289,Definitive Screening Design,928,17
X1,X1,0.048263650979999795,Definitive Screening Design,929,17
X2,X2,0.6113955467487412,Definitive Screening Design,929,17
X3 (non-informative),X3,0.07350255027674259,Definitive Screening Design,929,17
Random Normal,Random Normal,0.26683825199451644,Definitive Screening Design,929,17
X1,X1,0.047119876717078804,Definitive Screening Design,930,17
X2,X2,0.6640373136600468,Definitive Screening Design,930,17
X3 (non-informative),X3,0.09368307611749521,Definitive Screening Design,930,17
Random Normal,Random Normal,0.19515973350537927,Definitive Screening Design,930,17
X1,X1,0.05633385993878192,Definitive Screening Design,931,17
X2,X2,0.6645053198370177,Definitive Screening Design,931,17
X3 (non-informative),X3,0.10346565044361516,Definitive Screening Design,931,17
Random Normal,Random Normal,0.17569516978058528,Definitive Screening Design,931,17
X1,X1,0.055172200249357484,Definitive Screening Design,932,17
X2,X2,0.614319645273421,Definitive Screening Design,932,17
X3 (non-informative),X3,0.1264276113624352,Definitive Screening Design,932,17
Random Normal,Random Normal,0.20408054311478635,Definitive Screening Design,932,17
X1,X1,0.05121529576925299,Definitive Screening Design,933,17
X2,X2,0.6247361148965074,Definitive Screening Design,933,17
X3 (non-informative),X3,0.11797049570061596,Definitive Screening Design,933,17
Random Normal,Random Normal,0.20607809363362364,Definitive Screening Design,933,17
X1,X1,0.08877223082183658,Definitive Screening Design,934,17
X2,X2,0.6091588486394969,Definitive Screening Design,934,17
X3 (non-informative),X3,0.08935490854700338,Definitive Screening Design,934,17
Random Normal,Random Normal,0.21271401199166326,Definitive Screening Design,934,17
X1,X1,0.05408064664444919,Definitive Screening Design,935,17
X2,X2,0.6245200848921656,Definitive Screening Design,935,17
X3 (non-informative),X3,0.11230578432764589,Definitive Screening Design,935,17
Random Normal,Random Normal,0.20909348413573936,Definitive Screening Design,935,17
X1,X1,0.04842235279572398,Definitive Screening Design,936,17
X2,X2,0.5778964447751641,Definitive Screening Design,936,17
X3 (non-informative),X3,0.09921325018585295,Definitive Screening Design,936,17
Random Normal,Random Normal,0.2744679522432589,Definitive Screening Design,936,17
X1,X1,0.04992076158407104,Definitive Screening Design,937,17
X2,X2,0.6108007248846948,Definitive Screening Design,937,17
X3 (non-informative),X3,0.1270297937160635,Definitive Screening Design,937,17
Random Normal,Random Normal,0.21224871981517063,Definitive Screening Design,937,17
X1,X1,0.06399654261602378,Definitive Screening Design,938,17
X2,X2,0.5898971387619096,Definitive Screening Design,938,17
X3 (non-informative),X3,0.08574168176712585,Definitive Screening Design,938,17
Random Normal,Random Normal,0.2603646368549406,Definitive Screening Design,938,17
X1,X1,0.06475899094255312,Definitive Screening Design,939,17
X2,X2,0.6405907614156663,Definitive Screening Design,939,17
X3 (non-informative),X3,0.11780260238814456,Definitive Screening Design,939,17
Random Normal,Random Normal,0.17684764525363614,Definitive Screening Design,939,17
X1,X1,0.08535830704113388,Definitive Screening Design,940,17
X2,X2,0.6058218695329951,Definitive Screening Design,940,17
X3 (non-informative),X3,0.11192215656503737,Definitive Screening Design,940,17
Random Normal,Random Normal,0.19689766686083365,Definitive Screening Design,940,17
X1,X1,0.05173681822593336,Definitive Screening Design,941,17
X2,X2,0.680185212428404,Definitive Screening Design,941,17
X3 (non-informative),X3,0.09337280787535046,Definitive Screening Design,941,17
Random Normal,Random Normal,0.17470516147031215,Definitive Screening Design,941,17
X1,X1,0.08262826947252845,Definitive Screening Design,942,17
X2,X2,0.6699683379102674,Definitive Screening Design,942,17
X3 (non-informative),X3,0.12390387277975726,Definitive Screening Design,942,17
Random Normal,Random Normal,0.12349951983744686,Definitive Screening Design,942,17
X1,X1,0.0871984157764728,Definitive Screening Design,943,17
X2,X2,0.6177141092313324,Definitive Screening Design,943,17
X3 (non-informative),X3,0.12749014004453046,Definitive Screening Design,943,17
Random Normal,Random Normal,0.16759733494766427,Definitive Screening Design,943,17
X1,X1,0.07430804314367975,Definitive Screening Design,944,17
X2,X2,0.6430338976792216,Definitive Screening Design,944,17
X3 (non-informative),X3,0.09654842693219953,Definitive Screening Design,944,17
Random Normal,Random Normal,0.1861096322448989,Definitive Screening Design,944,17
X1,X1,0.0552775122376129,Definitive Screening Design,945,17
X2,X2,0.6670323790757169,Definitive Screening Design,945,17
X3 (non-informative),X3,0.10606784125095454,Definitive Screening Design,945,17
Random Normal,Random Normal,0.17162226743571585,Definitive Screening Design,945,17
X1,X1,0.04664052043897455,Definitive Screening Design,946,17
X2,X2,0.6759675752631371,Definitive Screening Design,946,17
X3 (non-informative),X3,0.06449433206496202,Definitive Screening Design,946,17
Random Normal,Random Normal,0.21289757223292638,Definitive Screening Design,946,17
X1,X1,0.0710587960000267,Definitive Screening Design,947,17
X2,X2,0.6513722480699735,Definitive Screening Design,947,17
X3 (non-informative),X3,0.11906521487204325,Definitive Screening Design,947,17
Random Normal,Random Normal,0.1585037410579566,Definitive Screening Design,947,17
X1,X1,0.08960435582953125,Definitive Screening Design,948,17
X2,X2,0.5646883992086336,Definitive Screening Design,948,17
X3 (non-informative),X3,0.1293369953899377,Definitive Screening Design,948,17
Random Normal,Random Normal,0.21637024957189754,Definitive Screening Design,948,17
X1,X1,0.03295197286420564,Definitive Screening Design,949,17
X2,X2,0.690023309242376,Definitive Screening Design,949,17
X3 (non-informative),X3,0.1539741841962726,Definitive Screening Design,949,17
Random Normal,Random Normal,0.12305053369714586,Definitive Screening Design,949,17
X1,X1,0.04389273418263001,Definitive Screening Design,950,17
X2,X2,0.5309257956927604,Definitive Screening Design,950,17
X3 (non-informative),X3,0.05482860107391878,Definitive Screening Design,950,17
Random Normal,Random Normal,0.37035286905069076,Definitive Screening Design,950,17
X1,X1,0.07077131532337956,Definitive Screening Design,951,17
X2,X2,0.5440118457532522,Definitive Screening Design,951,17
X3 (non-informative),X3,0.10610405141925085,Definitive Screening Design,951,17
Random Normal,Random Normal,0.2791127875041175,Definitive Screening Design,951,17
X1,X1,0.0785717517908176,Definitive Screening Design,952,17
X2,X2,0.6492070324898039,Definitive Screening Design,952,17
X3 (non-informative),X3,0.09011040188964632,Definitive Screening Design,952,17
Random Normal,Random Normal,0.18211081382973218,Definitive Screening Design,952,17
X1,X1,0.09099858282337467,Definitive Screening Design,953,17
X2,X2,0.6243808552176259,Definitive Screening Design,953,17
X3 (non-informative),X3,0.10489737395806105,Definitive Screening Design,953,17
Random Normal,Random Normal,0.17972318800093837,Definitive Screening Design,953,17
X1,X1,0.06673665817293477,Definitive Screening Design,954,17
X2,X2,0.6785563035149137,Definitive Screening Design,954,17
X3 (non-informative),X3,0.08364658009492129,Definitive Screening Design,954,17
Random Normal,Random Normal,0.17106045821723015,Definitive Screening Design,954,17
X1,X1,0.02795648758530008,Definitive Screening Design,955,17
X2,X2,0.5129576229703087,Definitive Screening Design,955,17
X3 (non-informative),X3,0.06930412157487126,Definitive Screening Design,955,17
Random Normal,Random Normal,0.38978176786951996,Definitive Screening Design,955,17
X1,X1,0.056562857225360606,Definitive Screening Design,956,17
X2,X2,0.6638019308934553,Definitive Screening Design,956,17
X3 (non-informative),X3,0.09447276291259049,Definitive Screening Design,956,17
Random Normal,Random Normal,0.18516244896859355,Definitive Screening Design,956,17
X1,X1,0.0716799266585222,Definitive Screening Design,957,17
X2,X2,0.5910056666764215,Definitive Screening Design,957,17
X3 (non-informative),X3,0.08280508593268186,Definitive Screening Design,957,17
Random Normal,Random Normal,0.25450932073237453,Definitive Screening Design,957,17
X1,X1,0.09057518723119569,Definitive Screening Design,958,17
X2,X2,0.6278216536253736,Definitive Screening Design,958,17
X3 (non-informative),X3,0.16164822045054789,Definitive Screening Design,958,17
Random Normal,Random Normal,0.11995493869288286,Definitive Screening Design,958,17
X1,X1,0.03995936577129477,Definitive Screening Design,959,17
X2,X2,0.6683049188664775,Definitive Screening Design,959,17
X3 (non-informative),X3,0.1078440456597056,Definitive Screening Design,959,17
Random Normal,Random Normal,0.1838916697025221,Definitive Screening Design,959,17
X1,X1,0.09452462392761038,Definitive Screening Design,960,17
X2,X2,0.6433664121418284,Definitive Screening Design,960,17
